"Notes"	"State of Residence"	"State of Residence Code"	"Month"	"Month Code"	"Year"	"Year Code"	Births
	"Iowa"	"19"	"March"	"3"	"2021"	"2021"	3080
	"Iowa"	"19"	"March"	"3"	"2022"	"2022"	3156
"Total"	"Iowa"	"19"	"March"	"3"			22068
	"Iowa"	"19"	"April"	"4"	"2016"	"2016"	3250
	"Iowa"	"19"	"April"	"4"	"2017"	"2017"	3058
	"Iowa"	"19"	"April"	"4"	"2018"	"2018"	3087
	"Iowa"	"19"	"April"	"4"	"2019"	"2019"	3111
	"Iowa"	"19"	"April"	"4"	"2020"	"2020"	2871
	"Iowa"	"19"	"April"	"4"	"2021"	"2021"	2971
	"Iowa"	"19"	"April"	"4"	"2022"	"2022"	2976
"Total"	"Iowa"	"19"	"April"	"4"			21324
	"Iowa"	"19"	"May"	"5"	"2016"	"2016"	3375
	"Iowa"	"19"	"May"	"5"	"2017"	"2017"	3270
	"Iowa"	"19"	"May"	"5"	"2018"	"2018"	3340
	"Iowa"	"19"	"May"	"5"	"2019"	"2019"	3272
	"Iowa"	"19"	"May"	"5"	"2020"	"2020"	3216
	"Iowa"	"19"	"May"	"5"	"2021"	"2021"	3040
	"Iowa"	"19"	"May"	"5"	"2022"	"2022"	2974
"Total"	"Iowa"	"19"	"May"	"5"			22487
	"Iowa"	"19"	"June"	"6"	"2016"	"2016"	3330
	"Iowa"	"19"	"June"	"6"	"2017"	"2017"	3239
	"Iowa"	"19"	"June"	"6"	"2018"	"2018"	3123
	"Iowa"	"19"	"June"	"6"	"2019"	"2019"	3140
	"Iowa"	"19"	"June"	"6"	"2020"	"2020"	3030
	"Iowa"	"19"	"June"	"6"	"2021"	"2021"	3196
	"Iowa"	"19"	"June"	"6"	"2022"	"2022"	3044
"Total"	"Iowa"	"19"	"June"	"6"			22102
	"Iowa"	"19"	"July"	"7"	"2016"	"2016"	3405
	"Iowa"	"19"	"July"	"7"	"2017"	"2017"	3391
	"Iowa"	"19"	"July"	"7"	"2018"	"2018"	3294
	"Iowa"	"19"	"July"	"7"	"2019"	"2019"	3443
	"Iowa"	"19"	"July"	"7"	"2020"	"2020"	3153
	"Iowa"	"19"	"July"	"7"	"2021"	"2021"	3328
	"Iowa"	"19"	"July"	"7"	"2022"	"2022"	3217
"Total"	"Iowa"	"19"	"July"	"7"			23231
	"Iowa"	"19"	"August"	"8"	"2016"	"2016"	3544
	"Iowa"	"19"	"August"	"8"	"2017"	"2017"	3593
	"Iowa"	"19"	"August"	"8"	"2018"	"2018"	3387
	"Iowa"	"19"	"August"	"8"	"2019"	"2019"	3400
	"Iowa"	"19"	"August"	"8"	"2020"	"2020"	3190
	"Iowa"	"19"	"August"	"8"	"2021"	"2021"	3312
	"Iowa"	"19"	"August"	"8"	"2022"	"2022"	3269
"Total"	"Iowa"	"19"	"August"	"8"			23695
	"Iowa"	"19"	"September"	"9"	"2016"	"2016"	3442
	"Iowa"	"19"	"September"	"9"	"2017"	"2017"	3342
	"Iowa"	"19"	"September"	"9"	"2018"	"2018"	3115
	"Iowa"	"19"	"September"	"9"	"2019"	"2019"	3230
	"Iowa"	"19"	"September"	"9"	"2020"	"2020"	3095
	"Iowa"	"19"	"September"	"9"	"2021"	"2021"	3257
	"Iowa"	"19"	"September"	"9"	"2022"	"2022"	3074
"Total"	"Iowa"	"19"	"September"	"9"			22555
	"Iowa"	"19"	"October"	"10"	"2016"	"2016"	3236
	"Iowa"	"19"	"October"	"10"	"2017"	"2017"	3142
	"Iowa"	"19"	"October"	"10"	"2018"	"2018"	3270
	"Iowa"	"19"	"October"	"10"	"2019"	"2019"	3202
	"Iowa"	"19"	"October"	"10"	"2020"	"2020"	2988
	"Iowa"	"19"	"October"	"10"	"2021"	"2021"	3143
	"Iowa"	"19"	"October"	"10"	"2022"	"2022"	3017
"Total"	"Iowa"	"19"	"October"	"10"			21998
	"Iowa"	"19"	"November"	"11"	"2016"	"2016"	3197
	"Iowa"	"19"	"November"	"11"	"2017"	"2017"	3082
	"Iowa"	"19"	"November"	"11"	"2018"	"2018"	3052
	"Iowa"	"19"	"November"	"11"	"2019"	"2019"	2912
	"Iowa"	"19"	"November"	"11"	"2020"	"2020"	2764
	"Iowa"	"19"	"November"	"11"	"2021"	"2021"	3002
	"Iowa"	"19"	"November"	"11"	"2022"	"2022"	3041
"Total"	"Iowa"	"19"	"November"	"11"			21050
	"Iowa"	"19"	"December"	"12"	"2016"	"2016"	3236
	"Iowa"	"19"	"December"	"12"	"2017"	"2017"	3112
	"Iowa"	"19"	"December"	"12"	"2018"	"2018"	2988
	"Iowa"	"19"	"December"	"12"	"2019"	"2019"	2944
	"Iowa"	"19"	"December"	"12"	"2020"	"2020"	2899
	"Iowa"	"19"	"December"	"12"	"2021"	"2021"	2969
	"Iowa"	"19"	"December"	"12"	"2022"	"2022"	3072
"Total"	"Iowa"	"19"	"December"	"12"			21220
"Total"	"Iowa"	"19"					262722
	"Kansas"	"20"	"January"	"1"	"2016"	"2016"	3076
	"Kansas"	"20"	"January"	"1"	"2017"	"2017"	2944
	"Kansas"	"20"	"January"	"1"	"2018"	"2018"	2942
	"Kansas"	"20"	"January"	"1"	"2019"	"2019"	2980
	"Kansas"	"20"	"January"	"1"	"2020"	"2020"	2780
	"Kansas"	"20"	"January"	"1"	"2021"	"2021"	2597
	"Kansas"	"20"	"January"	"1"	"2022"	"2022"	2805
"Total"	"Kansas"	"20"	"January"	"1"			20124
	"Kansas"	"20"	"February"	"2"	"2016"	"2016"	2888
	"Kansas"	"20"	"February"	"2"	"2017"	"2017"	2664
	"Kansas"	"20"	"February"	"2"	"2018"	"2018"	2779
	"Kansas"	"20"	"February"	"2"	"2019"	"2019"	2595
	"Kansas"	"20"	"February"	"2"	"2020"	"2020"	2671
	"Kansas"	"20"	"February"	"2"	"2021"	"2021"	2547
	"Kansas"	"20"	"February"	"2"	"2022"	"2022"	2545
"Total"	"Kansas"	"20"	"February"	"2"			18689
	"Kansas"	"20"	"March"	"3"	"2016"	"2016"	3248
	"Kansas"	"20"	"March"	"3"	"2017"	"2017"	3103
	"Kansas"	"20"	"March"	"3"	"2018"	"2018"	2999
	"Kansas"	"20"	"March"	"3"	"2019"	"2019"	2856
	"Kansas"	"20"	"March"	"3"	"2020"	"2020"	2962
	"Kansas"	"20"	"March"	"3"	"2021"	"2021"	2939
	"Kansas"	"20"	"March"	"3"	"2022"	"2022"	2872
"Total"	"Kansas"	"20"	"March"	"3"			20979
	"Kansas"	"20"	"April"	"4"	"2016"	"2016"	2985
	"Kansas"	"20"	"April"	"4"	"2017"	"2017"	2850
	"Kansas"	"20"	"April"	"4"	"2018"	"2018"	2867
	"Kansas"	"20"	"April"	"4"	"2019"	"2019"	2877
	"Kansas"	"20"	"April"	"4"	"2020"	"2020"	2790
	"Kansas"	"20"	"April"	"4"	"2021"	"2021"	2855
	"Kansas"	"20"	"April"	"4"	"2022"	"2022"	2629
"Total"	"Kansas"	"20"	"April"	"4"			19853
	"Kansas"	"20"	"May"	"5"	"2016"	"2016"	3079
	"Kansas"	"20"	"May"	"5"	"2017"	"2017"	3134
	"Kansas"	"20"	"May"	"5"	"2018"	"2018"	3061
	"Kansas"	"20"	"May"	"5"	"2019"	"2019"	2974
	"Kansas"	"20"	"May"	"5"	"2020"	"2020"	2878
	"Kansas"	"20"	"May"	"5"	"2021"	"2021"	2829
	"Kansas"	"20"	"May"	"5"	"2022"	"2022"	2689
"Total"	"Kansas"	"20"	"May"	"5"			20644
	"Kansas"	"20"	"June"	"6"	"2016"	"2016"	3320
	"Kansas"	"20"	"June"	"6"	"2017"	"2017"	3074
	"Kansas"	"20"	"June"	"6"	"2018"	"2018"	3068
	"Kansas"	"20"	"June"	"6"	"2019"	"2019"	2848
	"Kansas"	"20"	"June"	"6"	"2020"	"2020"	2845
	"Kansas"	"20"	"June"	"6"	"2021"	"2021"	2952
	"Kansas"	"20"	"June"	"6"	"2022"	"2022"	2842
"Total"	"Kansas"	"20"	"June"	"6"			20949
	"Kansas"	"20"	"July"	"7"	"2016"	"2016"	3400
	"Kansas"	"20"	"July"	"7"	"2017"	"2017"	3200
	"Kansas"	"20"	"July"	"7"	"2018"	"2018"	3023
	"Kansas"	"20"	"July"	"7"	"2019"	"2019"	3236
	"Kansas"	"20"	"July"	"7"	"2020"	"2020"	3032
	"Kansas"	"20"	"July"	"7"	"2021"	"2021"	3112
	"Kansas"	"20"	"July"	"7"	"2022"	"2022"	2898
"Total"	"Kansas"	"20"	"July"	"7"			21901
	"Kansas"	"20"	"August"	"8"	"2016"	"2016"	3365
	"Kansas"	"20"	"August"	"8"	"2017"	"2017"	3463
	"Kansas"	"20"	"August"	"8"	"2018"	"2018"	3378
	"Kansas"	"20"	"August"	"8"	"2019"	"2019"	3231
	"Kansas"	"20"	"August"	"8"	"2020"	"2020"	3040
	"Kansas"	"20"	"August"	"8"	"2021"	"2021"	3024
	"Kansas"	"20"	"August"	"8"	"2022"	"2022"	3260
"Total"	"Kansas"	"20"	"August"	"8"			22761
	"Kansas"	"20"	"September"	"9"	"2016"	"2016"	3296
	"Kansas"	"20"	"September"	"9"	"2017"	"2017"	3155
	"Kansas"	"20"	"September"	"9"	"2018"	"2018"	3098
	"Kansas"	"20"	"September"	"9"	"2019"	"2019"	3108
	"Kansas"	"20"	"September"	"9"	"2020"	"2020"	2984
	"Kansas"	"20"	"September"	"9"	"2021"	"2021"	3038
	"Kansas"	"20"	"September"	"9"	"2022"	"2022"	3110
"Total"	"Kansas"	"20"	"September"	"9"			21789
	"Kansas"	"20"	"October"	"10"	"2016"	"2016"	3156
	"Kansas"	"20"	"October"	"10"	"2017"	"2017"	3060
	"Kansas"	"20"	"October"	"10"	"2018"	"2018"	3134
	"Kansas"	"20"	"October"	"10"	"2019"	"2019"	3052
	"Kansas"	"20"	"October"	"10"	"2020"	"2020"	2834
	"Kansas"	"20"	"October"	"10"	"2021"	"2021"	2937
	"Kansas"	"20"	"October"	"10"	"2022"	"2022"	2775
"Total"	"Kansas"	"20"	"October"	"10"			20948
	"Kansas"	"20"	"November"	"11"	"2016"	"2016"	3145
	"Kansas"	"20"	"November"	"11"	"2017"	"2017"	2950
	"Kansas"	"20"	"November"	"11"	"2018"	"2018"	2923
	"Kansas"	"20"	"November"	"11"	"2019"	"2019"	2706
	"Kansas"	"20"	"November"	"11"	"2020"	"2020"	2731
	"Kansas"	"20"	"November"	"11"	"2021"	"2021"	2884
	"Kansas"	"20"	"November"	"11"	"2022"	"2022"	2995
"Total"	"Kansas"	"20"	"November"	"11"			20334
	"Kansas"	"20"	"December"	"12"	"2016"	"2016"	3095
	"Kansas"	"20"	"December"	"12"	"2017"	"2017"	2922
	"Kansas"	"20"	"December"	"12"	"2018"	"2018"	2989
	"Kansas"	"20"	"December"	"12"	"2019"	"2019"	2932
	"Kansas"	"20"	"December"	"12"	"2020"	"2020"	2829
	"Kansas"	"20"	"December"	"12"	"2021"	"2021"	2991
	"Kansas"	"20"	"December"	"12"	"2022"	"2022"	2981
"Total"	"Kansas"	"20"	"December"	"12"			20739
"Total"	"Kansas"	"20"					249710
	"Kentucky"	"21"	"January"	"1"	"2016"	"2016"	4382
	"Kentucky"	"21"	"January"	"1"	"2017"	"2017"	4317
	"Kentucky"	"21"	"January"	"1"	"2018"	"2018"	4505
	"Kentucky"	"21"	"January"	"1"	"2019"	"2019"	4415
	"Kentucky"	"21"	"January"	"1"	"2020"	"2020"	4309
	"Kentucky"	"21"	"January"	"1"	"2021"	"2021"	4120
	"Kentucky"	"21"	"January"	"1"	"2022"	"2022"	4278
"Total"	"Kentucky"	"21"	"January"	"1"			30326
	"Kentucky"	"21"	"February"	"2"	"2016"	"2016"	4324
	"Kentucky"	"21"	"February"	"2"	"2017"	"2017"	4039
	"Kentucky"	"21"	"February"	"2"	"2018"	"2018"	4024
	"Kentucky"	"21"	"February"	"2"	"2019"	"2019"	3946
	"Kentucky"	"21"	"February"	"2"	"2020"	"2020"	4067
	"Kentucky"	"21"	"February"	"2"	"2021"	"2021"	3892
	"Kentucky"	"21"	"February"	"2"	"2022"	"2022"	4022
"Total"	"Kentucky"	"21"	"February"	"2"			28314
	"Kentucky"	"21"	"March"	"3"	"2016"	"2016"	4597
	"Kentucky"	"21"	"March"	"3"	"2017"	"2017"	4550
	"Kentucky"	"21"	"March"	"3"	"2018"	"2018"	4545
	"Kentucky"	"21"	"March"	"3"	"2019"	"2019"	4318
	"Kentucky"	"21"	"March"	"3"	"2020"	"2020"	4245
	"Kentucky"	"21"	"March"	"3"	"2021"	"2021"	4343
	"Kentucky"	"21"	"March"	"3"	"2022"	"2022"	4395
"Total"	"Kentucky"	"21"	"March"	"3"			30993
	"Kentucky"	"21"	"April"	"4"	"2016"	"2016"	4441
	"Kentucky"	"21"	"April"	"4"	"2017"	"2017"	4200
	"Kentucky"	"21"	"April"	"4"	"2018"	"2018"	4160
	"Kentucky"	"21"	"April"	"4"	"2019"	"2019"	4188
	"Kentucky"	"21"	"April"	"4"	"2020"	"2020"	4092
	"Kentucky"	"21"	"April"	"4"	"2021"	"2021"	4108
	"Kentucky"	"21"	"April"	"4"	"2022"	"2022"	4118
"Total"	"Kentucky"	"21"	"April"	"4"			29307
	"Kentucky"	"21"	"May"	"5"	"2016"	"2016"	4602
	"Kentucky"	"21"	"May"	"5"	"2017"	"2017"	4592
	"Kentucky"	"21"	"May"	"5"	"2018"	"2018"	4540
	"Kentucky"	"21"	"May"	"5"	"2019"	"2019"	4451
	"Kentucky"	"21"	"May"	"5"	"2020"	"2020"	4181
	"Kentucky"	"21"	"May"	"5"	"2021"	"2021"	4232
	"Kentucky"	"21"	"May"	"5"	"2022"	"2022"	4126
"Total"	"Kentucky"	"21"	"May"	"5"			30724
	"Kentucky"	"21"	"June"	"6"	"2016"	"2016"	4667
	"Kentucky"	"21"	"June"	"6"	"2017"	"2017"	4509
	"Kentucky"	"21"	"June"	"6"	"2018"	"2018"	4386
	"Kentucky"	"21"	"June"	"6"	"2019"	"2019"	4202
	"Kentucky"	"21"	"June"	"6"	"2020"	"2020"	4333
	"Kentucky"	"21"	"June"	"6"	"2021"	"2021"	4339
	"Kentucky"	"21"	"June"	"6"	"2022"	"2022"	4251
"Total"	"Kentucky"	"21"	"June"	"6"			30687
	"Kentucky"	"21"	"July"	"7"	"2016"	"2016"	4827
	"Kentucky"	"21"	"July"	"7"	"2017"	"2017"	4807
	"Kentucky"	"21"	"July"	"7"	"2018"	"2018"	4815
	"Kentucky"	"21"	"July"	"7"	"2019"	"2019"	4865
	"Kentucky"	"21"	"July"	"7"	"2020"	"2020"	4659
	"Kentucky"	"21"	"July"	"7"	"2021"	"2021"	4760
	"Kentucky"	"21"	"July"	"7"	"2022"	"2022"	4483
"Total"	"Kentucky"	"21"	"July"	"7"			33216
	"Kentucky"	"21"	"August"	"8"	"2016"	"2016"	5063
	"Kentucky"	"21"	"August"	"8"	"2017"	"2017"	5095
	"Kentucky"	"21"	"August"	"8"	"2018"	"2018"	4958
	"Kentucky"	"21"	"August"	"8"	"2019"	"2019"	4947
	"Kentucky"	"21"	"August"	"8"	"2020"	"2020"	4544
	"Kentucky"	"21"	"August"	"8"	"2021"	"2021"	4730
	"Kentucky"	"21"	"August"	"8"	"2022"	"2022"	4906
"Total"	"Kentucky"	"21"	"August"	"8"			34243
	"Kentucky"	"21"	"September"	"9"	"2016"	"2016"	4840
	"Kentucky"	"21"	"September"	"9"	"2017"	"2017"	4946
	"Kentucky"	"21"	"September"	"9"	"2018"	"2018"	4526
	"Kentucky"	"21"	"September"	"9"	"2019"	"2019"	4728
	"Kentucky"	"21"	"September"	"9"	"2020"	"2020"	4499
	"Kentucky"	"21"	"September"	"9"	"2021"	"2021"	4721
	"Kentucky"	"21"	"September"	"9"	"2022"	"2022"	4535
"Total"	"Kentucky"	"21"	"September"	"9"			32795
	"Kentucky"	"21"	"October"	"10"	"2016"	"2016"	4696
	"Kentucky"	"21"	"October"	"10"	"2017"	"2017"	4729
	"Kentucky"	"21"	"October"	"10"	"2018"	"2018"	4606
	"Kentucky"	"21"	"October"	"10"	"2019"	"2019"	4603
	"Kentucky"	"21"	"October"	"10"	"2020"	"2020"	4409
	"Kentucky"	"21"	"October"	"10"	"2021"	"2021"	4463
	"Kentucky"	"21"	"October"	"10"	"2022"	"2022"	4296
"Total"	"Kentucky"	"21"	"October"	"10"			31802
	"Kentucky"	"21"	"November"	"11"	"2016"	"2016"	4552
	"Kentucky"	"21"	"November"	"11"	"2017"	"2017"	4469
	"Kentucky"	"21"	"November"	"11"	"2018"	"2018"	4369
	"Kentucky"	"21"	"November"	"11"	"2019"	"2019"	4151
	"Kentucky"	"21"	"November"	"11"	"2020"	"2020"	4061
	"Kentucky"	"21"	"November"	"11"	"2021"	"2021"	4204
	"Kentucky"	"21"	"November"	"11"	"2022"	"2022"	4366
"Total"	"Kentucky"	"21"	"November"	"11"			30172
	"Kentucky"	"21"	"December"	"12"	"2016"	"2016"	4458
	"Kentucky"	"21"	"December"	"12"	"2017"	"2017"	4499
	"Kentucky"	"21"	"December"	"12"	"2018"	"2018"	4488
	"Kentucky"	"21"	"December"	"12"	"2019"	"2019"	4255
	"Kentucky"	"21"	"December"	"12"	"2020"	"2020"	4269
	"Kentucky"	"21"	"December"	"12"	"2021"	"2021"	4302
	"Kentucky"	"21"	"December"	"12"	"2022"	"2022"	4539
"Total"	"Kentucky"	"21"	"December"	"12"			30810
"Total"	"Kentucky"	"21"					373389
	"Louisiana"	"22"	"January"	"1"	"2016"	"2016"	5264
	"Louisiana"	"22"	"January"	"1"	"2017"	"2017"	5172
	"Louisiana"	"22"	"January"	"1"	"2018"	"2018"	5186
	"Louisiana"	"22"	"January"	"1"	"2019"	"2019"	5117
	"Louisiana"	"22"	"January"	"1"	"2020"	"2020"	5020
	"Louisiana"	"22"	"January"	"1"	"2021"	"2021"	4659
	"Louisiana"	"22"	"January"	"1"	"2022"	"2022"	4564
"Total"	"Louisiana"	"22"	"January"	"1"			34982
	"Louisiana"	"22"	"February"	"2"	"2016"	"2016"	4778
	"Louisiana"	"22"	"February"	"2"	"2017"	"2017"	4443
	"Louisiana"	"22"	"February"	"2"	"2018"	"2018"	4519
	"Louisiana"	"22"	"February"	"2"	"2019"	"2019"	4504
	"Louisiana"	"22"	"February"	"2"	"2020"	"2020"	4426
	"Louisiana"	"22"	"February"	"2"	"2021"	"2021"	4409
	"Louisiana"	"22"	"February"	"2"	"2022"	"2022"	4366
"Total"	"Louisiana"	"22"	"February"	"2"			31445
	"Louisiana"	"22"	"March"	"3"	"2016"	"2016"	5244
	"Louisiana"	"22"	"March"	"3"	"2017"	"2017"	4925
	"Louisiana"	"22"	"March"	"3"	"2018"	"2018"	4781
	"Louisiana"	"22"	"March"	"3"	"2019"	"2019"	4495
	"Louisiana"	"22"	"March"	"3"	"2020"	"2020"	4640
	"Louisiana"	"22"	"March"	"3"	"2021"	"2021"	4893
	"Louisiana"	"22"	"March"	"3"	"2022"	"2022"	4468
"Total"	"Louisiana"	"22"	"March"	"3"			33446
	"Louisiana"	"22"	"April"	"4"	"2016"	"2016"	4692
	"Louisiana"	"22"	"April"	"4"	"2017"	"2017"	4578
	"Louisiana"	"22"	"April"	"4"	"2018"	"2018"	4482
	"Louisiana"	"22"	"April"	"4"	"2019"	"2019"	4448
	"Louisiana"	"22"	"April"	"4"	"2020"	"2020"	4395
	"Louisiana"	"22"	"April"	"4"	"2021"	"2021"	4225
	"Louisiana"	"22"	"April"	"4"	"2022"	"2022"	4154
"Total"	"Louisiana"	"22"	"April"	"4"			30974
	"Louisiana"	"22"	"May"	"5"	"2016"	"2016"	4989
	"Louisiana"	"22"	"May"	"5"	"2017"	"2017"	4863
	"Louisiana"	"22"	"May"	"5"	"2018"	"2018"	4952
	"Louisiana"	"22"	"May"	"5"	"2019"	"2019"	4838
	"Louisiana"	"22"	"May"	"5"	"2020"	"2020"	4581
	"Louisiana"	"22"	"May"	"5"	"2021"	"2021"	4385
	"Louisiana"	"22"	"May"	"5"	"2022"	"2022"	4384
"Total"	"Louisiana"	"22"	"May"	"5"			32992
	"Louisiana"	"22"	"June"	"6"	"2016"	"2016"	5326
	"Louisiana"	"22"	"June"	"6"	"2017"	"2017"	4976
	"Louisiana"	"22"	"June"	"6"	"2018"	"2018"	4766
	"Louisiana"	"22"	"June"	"6"	"2019"	"2019"	4447
	"Louisiana"	"22"	"June"	"6"	"2020"	"2020"	4572
	"Louisiana"	"22"	"June"	"6"	"2021"	"2021"	4739
	"Louisiana"	"22"	"June"	"6"	"2022"	"2022"	4418
"Total"	"Louisiana"	"22"	"June"	"6"			33244
	"Louisiana"	"22"	"July"	"7"	"2016"	"2016"	5597
	"Louisiana"	"22"	"July"	"7"	"2017"	"2017"	5224
	"Louisiana"	"22"	"July"	"7"	"2018"	"2018"	5133
	"Louisiana"	"22"	"July"	"7"	"2019"	"2019"	5184
	"Louisiana"	"22"	"July"	"7"	"2020"	"2020"	4952
	"Louisiana"	"22"	"July"	"7"	"2021"	"2021"	5036
	"Louisiana"	"22"	"July"	"7"	"2022"	"2022"	4949
"Total"	"Louisiana"	"22"	"July"	"7"			36075
	"Louisiana"	"22"	"August"	"8"	"2016"	"2016"	5669
	"Louisiana"	"22"	"August"	"8"	"2017"	"2017"	5910
	"Louisiana"	"22"	"August"	"8"	"2018"	"2018"	5641
	"Louisiana"	"22"	"August"	"8"	"2019"	"2019"	5394
	"Louisiana"	"22"	"August"	"8"	"2020"	"2020"	5096
	"Louisiana"	"22"	"August"	"8"	"2021"	"2021"	5113
	"Louisiana"	"22"	"August"	"8"	"2022"	"2022"	5406
"Total"	"Louisiana"	"22"	"August"	"8"			38229
	"Louisiana"	"22"	"September"	"9"	"2016"	"2016"	5615
	"Louisiana"	"22"	"September"	"9"	"2017"	"2017"	5451
	"Louisiana"	"22"	"September"	"9"	"2018"	"2018"	5021
	"Louisiana"	"22"	"September"	"9"	"2019"	"2019"	5300
	"Louisiana"	"22"	"September"	"9"	"2020"	"2020"	5098
	"Louisiana"	"22"	"September"	"9"	"2021"	"2021"	5261
	"Louisiana"	"22"	"September"	"9"	"2022"	"2022"	4926
"Total"	"Louisiana"	"22"	"September"	"9"			36672
	"Louisiana"	"22"	"October"	"10"	"2016"	"2016"	5353
	"Louisiana"	"22"	"October"	"10"	"2017"	"2017"	5227
	"Louisiana"	"22"	"October"	"10"	"2018"	"2018"	5156
	"Louisiana"	"22"	"October"	"10"	"2019"	"2019"	5382
	"Louisiana"	"22"	"October"	"10"	"2020"	"2020"	4869
	"Louisiana"	"22"	"October"	"10"	"2021"	"2021"	4893
	"Louisiana"	"22"	"October"	"10"	"2022"	"2022"	4777
"Total"	"Louisiana"	"22"	"October"	"10"			35657
	"Louisiana"	"22"	"November"	"11"	"2016"	"2016"	5392
	"Louisiana"	"22"	"November"	"11"	"2017"	"2017"	5196
	"Louisiana"	"22"	"November"	"11"	"2018"	"2018"	5049
	"Louisiana"	"22"	"November"	"11"	"2019"	"2019"	4784
	"Louisiana"	"22"	"November"	"11"	"2020"	"2020"	4774
	"Louisiana"	"22"	"November"	"11"	"2021"	"2021"	4858
	"Louisiana"	"22"	"November"	"11"	"2022"	"2022"	4919
"Total"	"Louisiana"	"22"	"November"	"11"			34972
	"Louisiana"	"22"	"December"	"12"	"2016"	"2016"	5259
	"Louisiana"	"22"	"December"	"12"	"2017"	"2017"	5053
	"Louisiana"	"22"	"December"	"12"	"2018"	"2018"	4929
	"Louisiana"	"22"	"December"	"12"	"2019"	"2019"	5048
	"Louisiana"	"22"	"December"	"12"	"2020"	"2020"	4905
	"Louisiana"	"22"	"December"	"12"	"2021"	"2021"	4966
	"Louisiana"	"22"	"December"	"12"	"2022"	"2022"	5148
"Total"	"Louisiana"	"22"	"December"	"12"			35308
"Total"	"Louisiana"	"22"					413996
	"Maine"	"23"	"January"	"1"	"2016"	"2016"	955
	"Maine"	"23"	"January"	"1"	"2017"	"2017"	899
	"Maine"	"23"	"January"	"1"	"2018"	"2018"	967
	"Maine"	"23"	"January"	"1"	"2019"	"2019"	943
	"Maine"	"23"	"January"	"1"	"2020"	"2020"	881
	"Maine"	"23"	"January"	"1"	"2021"	"2021"	885
	"Maine"	"23"	"January"	"1"	"2022"	"2022"	871
"Total"	"Maine"	"23"	"January"	"1"			6401
	"Maine"	"23"	"February"	"2"	"2016"	"2016"	1009
	"Maine"	"23"	"February"	"2"	"2017"	"2017"	891
	"Maine"	"23"	"February"	"2"	"2018"	"2018"	849
	"Maine"	"23"	"February"	"2"	"2019"	"2019"	838
	"Maine"	"23"	"February"	"2"	"2020"	"2020"	845
	"Maine"	"23"	"February"	"2"	"2021"	"2021"	812
	"Maine"	"23"	"February"	"2"	"2022"	"2022"	884
"Total"	"Maine"	"23"	"February"	"2"			6128
	"Maine"	"23"	"March"	"3"	"2016"	"2016"	1068
	"Maine"	"23"	"March"	"3"	"2017"	"2017"	1070
	"Maine"	"23"	"March"	"3"	"2018"	"2018"	1029
	"Maine"	"23"	"March"	"3"	"2019"	"2019"	950
	"Maine"	"23"	"March"	"3"	"2020"	"2020"	954
	"Maine"	"23"	"March"	"3"	"2021"	"2021"	960
	"Maine"	"23"	"March"	"3"	"2022"	"2022"	1025
"Total"	"Maine"	"23"	"March"	"3"			7056
	"Maine"	"23"	"April"	"4"	"2016"	"2016"	1071
	"Maine"	"23"	"April"	"4"	"2017"	"2017"	998
	"Maine"	"23"	"April"	"4"	"2018"	"2018"	979
	"Maine"	"23"	"April"	"4"	"2019"	"2019"	972
	"Maine"	"23"	"April"	"4"	"2020"	"2020"	906
	"Maine"	"23"	"April"	"4"	"2021"	"2021"	1007
	"Maine"	"23"	"April"	"4"	"2022"	"2022"	973
"Total"	"Maine"	"23"	"April"	"4"			6906
	"Maine"	"23"	"May"	"5"	"2016"	"2016"	1117
	"Maine"	"23"	"May"	"5"	"2017"	"2017"	1086
	"Maine"	"23"	"May"	"5"	"2018"	"2018"	1120
	"Maine"	"23"	"May"	"5"	"2019"	"2019"	1056
	"Maine"	"23"	"May"	"5"	"2020"	"2020"	1013
	"Maine"	"23"	"May"	"5"	"2021"	"2021"	1045
	"Maine"	"23"	"May"	"5"	"2022"	"2022"	1053
"Total"	"Maine"	"23"	"May"	"5"			7490
	"Maine"	"23"	"June"	"6"	"2016"	"2016"	1080
	"Maine"	"23"	"June"	"6"	"2017"	"2017"	1050
	"Maine"	"23"	"June"	"6"	"2018"	"2018"	1018
	"Maine"	"23"	"June"	"6"	"2019"	"2019"	1013
	"Maine"	"23"	"June"	"6"	"2020"	"2020"	1084
	"Maine"	"23"	"June"	"6"	"2021"	"2021"	1073
	"Maine"	"23"	"June"	"6"	"2022"	"2022"	1063
"Total"	"Maine"	"23"	"June"	"6"			7381
	"Maine"	"23"	"July"	"7"	"2016"	"2016"	1190
	"Maine"	"23"	"July"	"7"	"2017"	"2017"	1092
	"Maine"	"23"	"July"	"7"	"2018"	"2018"	1080
	"Maine"	"23"	"July"	"7"	"2019"	"2019"	1113
	"Maine"	"23"	"July"	"7"	"2020"	"2020"	1110
	"Maine"	"23"	"July"	"7"	"2021"	"2021"	1135
	"Maine"	"23"	"July"	"7"	"2022"	"2022"	1061
"Total"	"Maine"	"23"	"July"	"7"			7781
	"Maine"	"23"	"August"	"8"	"2016"	"2016"	1167
	"Maine"	"23"	"August"	"8"	"2017"	"2017"	1155
	"Maine"	"23"	"August"	"8"	"2018"	"2018"	1167
	"Maine"	"23"	"August"	"8"	"2019"	"2019"	1025
	"Maine"	"23"	"August"	"8"	"2020"	"2020"	997
	"Maine"	"23"	"August"	"8"	"2021"	"2021"	1112
	"Maine"	"23"	"August"	"8"	"2022"	"2022"	1095
